text,class
'騎行 共享 單車 費用',行/其它
'共享 汽車 短租費',行/其它
'計程車 預約 服務 費',行/其它
'旅遊 接駁 專車 費用',行/其它
'觀 光火 車票',行/其它
'旅遊 租車 保險 費用',行/其它
'觀光纜 車票',行/其它
'高山 滑雪 纜 車票',行/其它
'市區 小型 巴士 票',行/其它
'旅遊 景點 接駁 車票',行/其它
'跨境 大巴 車票',行/其它
'夜間 接送 服務 費',行/其它
'計程車 拼車 服務',行/其它
'客運 站 內 自動 售票 機購票',行/其它
'旅遊 巴士 私人 包車',行/其它
'路邊 停車 計時 收費',行/其它
'共享 電動 腳踏車 租借 費',行/其它
'旅遊 景點 接駁 巴士 票',行/其它
'高速 客運 包月 票',行/其它
'城市交通 一卡通 充值',行/其它
'長途 大巴 超重 行李 費',行/其它
'碼頭 輪渡 車票',行/其它
'豪華遊艇 包船 服務',行/其它
'客運 車內 飲料 購買',行/其它
'計程車 預約費',行/其它
'觀光 遊覽 船票',行/其它
'旅遊 巴士 車票 折扣 券',行/其它
'旅遊 巴士 導遊 服務 費',行/其它
'旅遊 大巴 臨時 購票費',行/其它
'夜間 巴士 票',行/其它
'國內 機票',行/飛機
'國際 機票',行/飛機
'機場 接駁 巴士 票',行/飛機
'託運 行李 費用',行/飛機
'飛機 機上 餐飲 購買',行/飛機
'飛機 頭等 艙升 等 費用',行/飛機
'飛機 商務艙 貴賓室 使用',行/飛機
'機場 快速 通關 服務',行/飛機
'機場 行李 打包 服務',行/飛機
'國際 航班 登機 行李 超重 費',行/飛機
'飛機 機上 WiFi 使用 費',行/飛機
'飛機 機上 免稅品 購買',行/飛機
'機場 餐飲 消費',行/飛機
'飛機 行李 加購 額度',行/飛機
'機場 交通 接駁',行/飛機
'飛機 登機牌 補發 手續費',行/飛機
'機場 貴賓室 消費',行/飛機
'飛機 機上 電影 付費',行/飛機
'飛機 行李 超重 費用',行/飛機
'機場 接駁車 服務',行/飛機
'飛機 機上 餐點 升級',行/飛機
'飛機 機上 購物',行/飛機
'機場 免費 Wi Fi 升級 服務',行/飛機
'飛機 寵物托運 服務',行/飛機
'機場 航廈 停車費',行/飛機
'飛機 票 改期 手續費',行/飛機
'飛機 票 退票 費用',行/飛機
'飛機 機上 按摩椅 使用 費',行/飛機
'機場 行李 推車 租賃',行/飛機
'機場 巴士 接送 服務',行/飛機
'飛機 會員積 分 兌換 手續費',行/飛機
'機場 VIP 停車場 使用 費',行/飛機
'飛機 臨時票',行/飛機
'飛機 機上 耳機 購買',行/飛機
'飛機 機上 閱讀 燈 租借',行/飛機
'飛機 機上 書籍 購買',行/飛機
'飛機 頭等艙 休息室 使用',行/飛機
'飛機 延誤 保險 購買',行/飛機
'飛機 票務 代理 服務 費',行/飛機
'機場 行李箱 打 包膜',行/飛機
'飛機 機上 急救 藥品 購買',行/飛機
'機場 免費 巴士 服務',行/飛機
'飛機 機上 飲 用水 購買',行/飛機
'飛機 快速 登機 通道 費用',行/飛機
'機場 行李 打包 塑膜 服務',行/飛機
'飛機 行李 額度 加購',行/飛機
'飛機 機上 即 時 翻譯 服務',行/飛機
'機場 休息室 淋浴 服務',行/飛機
'飛機 票升 等 手續費',行/飛機
'飛機 行李箱 標 籤 購買',行/飛機
'機場 接駁 車票',行/飛機
'飛機 機上 充電 設備 租借',行/飛機
'飛機 機上 餐點 加點',行/飛機
'飛機 寵物籠 租借 服務',行/飛機
'機場 中轉 酒店 住宿',行/飛機
'飛機 頭等艙 行李 優先 服務',行/飛機
'飛機 機上 毛毯 租用 費',行/飛機
'機場 VIP 巴士 接送 服務',行/飛機
'飛機 延誤 補償 服務',行/飛機
'機場 免稅 商品 預訂 服務',行/飛機
'飛機 緊急 通話 服務 費',行/飛機
'機場 快速 過海關 服務',行/飛機
'機場 免稅 商品 退貨 手續費',行/飛機
'高鐵 車票',行/高鐵
'高鐵 月票',行/高鐵
'高鐵 早鳥票',行/高鐵
'高鐵 自由座 車票',行/高鐵
'高鐵 行李 託運 費',行/高鐵
'高鐵 定期 票',行/高鐵
'高鐵 商務 車廂 票',行/高鐵
'高鐵 學生 優惠票',行/高鐵
'高鐵 長 者 優惠票',行/高鐵
'高鐵 信用卡 紅利 兌換票',行/高鐵
'高鐵 聯票',行/高鐵
'高鐵 年票',行/高鐵
'高鐵 特定 時段 優惠票',行/高鐵
'高鐵 週票',行/高鐵
'高鐵 站 內 便當 購買',行/高鐵
'高鐵 定期 通勤 票',行/高鐵
'高鐵 假日 自由 行 套票',行/高鐵
'高鐵 旅行 套票',行/高鐵
'高鐵 學生票',行/高鐵
'高鐵 公司 團體票',行/高鐵
'高鐵 車站 寄物 服務',行/高鐵
'高鐵 商務 車廂 升 等',行/高鐵
'高鐵 接駁 巴士 票',行/高鐵
'高鐵 車站 內 小吃 購買',行/高鐵
'高鐵 網路 購票 手續費',行/高鐵
'高鐵 電子票 卡 充值',行/高鐵
'高鐵 殘障 人士 優惠票',行/高鐵
'高鐵 行李 運送 服務',行/高鐵
'高鐵 月台 拍 攝許 可',行/高鐵
'高鐵 VIP 候車室 入場',行/高鐵
'高鐵 早鳥 優惠票',行/高鐵
'高鐵 親子票',行/高鐵
'高鐵 員 工票',行/高鐵
'高鐵 夜間 列 車票',行/高鐵
'高鐵 列車 內 購物',行/高鐵
'高鐵 國際遊 客卡',行/高鐵
'高鐵 長 距 離票',行/高鐵
'高鐵 週末票',行/高鐵
'高鐵 觀光團 體票',行/高鐵
'高鐵 車廂 內 飲料 購買',行/高鐵
'高鐵 公司 年票',行/高鐵
'高鐵 短程 通勤 票',行/高鐵
'高鐵 行李 寄存 費',行/高鐵
'高鐵 臨時票',行/高鐵
'高鐵 自助 售票 機購票',行/高鐵
'高鐵 站 內 行李 寄存 服務',行/高鐵
'高鐵 兒童 車廂 票',行/高鐵
'高鐵 VIP 會員年 卡',行/高鐵
'高鐵 聯名 信用卡 兌換票',行/高鐵
'高鐵 行李 車廂 預訂',行/高鐵
'高鐵 車站 接駁 計程車 服務',行/高鐵
'高鐵 自由座 升級 為 指定 座位',行/高鐵
'高鐵 殘障 座位 預約',行/高鐵
'高鐵 行李 超 大件 費用',行/高鐵
'高鐵 特殊 行程 拍 攝許 可',行/高鐵
'高鐵 員工 親屬 優惠票',行/高鐵
'高鐵 無線 網路 使用 費',行/高鐵
'高鐵 專屬 包車 服務',行/高鐵
'高鐵 週年慶 優惠票',行/高鐵
'高鐵 臨時 改票 手續費',行/高鐵
'高鐵 商務 車廂 早餐',行/高鐵
'高鐵 週末 返鄉 專案 票',行/高鐵
'高鐵 環保杯 購買',行/高鐵
'高鐵 車站 自助 行李 秤',行/高鐵
'機車 加油',行/機車
'機車 機油 更換',行/機車
'機車 停車費',行/機車
'機車 安全帽 購買',行/機車
'機車 行車 保險費',行/機車
'機車 煞車片 更換',行/機車
'機車 大燈 燈泡 購買',行/機車
'機車 鏈條 保養',行/機車
'機車 輪胎 更換',行/機車
'機車 車廂 維修',行/機車
'機車 腳踏墊 購買',行/機車
'機車 停車 棚 月租 費',行/機車
'機車 牌照 登記費',行/機車
'機車 洗車 服務',行/機車
'機車 租賃',行/機車
'機車 後 視鏡 更換',行/機車
'機車 鍊 條上 油',行/機車
'機車 座墊 防水 套',行/機車
'機車 電池 維修',行/機車
'機車 剎車 把手 更換',行/機車
'機車 行李箱 安裝',行/機車
'機車 風鏡 清潔',行/機車
'機車 後 座 靠背 購買',行/機車
'機車 行車 記錄器',行/機車
'機車 輪胎 補胎 服務',行/機車
'機車 排氣管 修理',行/機車
'機車 雨衣 購買',行/機車
'機車 防盜鎖',行/機車
'機車 皮帶 更換',行/機車
'機車 安全 反光 貼',行/機車
'機車 煞車 油 更換',行/機車
'機車 車罩 購買',行/機車
'機車 腳 踏板 維修',行/機車
'機車 車廂 墊',行/機車
'機車 防滑 握把',行/機車
'機車 車架 噴漆',行/機車
'機車 輪圈 清潔 劑',行/機車
'機車 座墊 軟墊',行/機車
'機車 後 座 安全 帶',行/機車
'機車 加速器 修理',行/機車
'機車 胎壓計 購買',行/機車
'機車 腳架 更換',行/機車
'機車 音響 系統',行/機車
'機車 擋 泥板 修 復',行/機車
'機車 手機 支架 購買',行/機車
'機車 腳踏墊 更換',行/機車
'機車 行李 網 購買',行/機車
'機車 排氣 管升級',行/機車
'機車 鑰匙 扣 購買',行/機車
'機車 安全帽 清洗 服務',行/機車
'機車 車輪軸承 更換',行/機車
'機車 車頭燈 調整',行/機車
'機車 車架 噴漆 服務',行/機車
'機車 避震器 維修',行/機車
'機車 行李箱 更換',行/機車
'機車 剎車 片維護',行/機車
'機車 風鏡 安裝',行/機車
'機車 座墊 升級',行/機車
'機車 防滑 把手 購買',行/機車
'機車 鍊 條 清潔 工具',行/機車
'機車 輪胎 加壓 服務',行/機車
'機車 電瓶 救援 服務',行/機車
'機車 騎行 手套 購買',行/機車
'機車 雨具',行/機車
水費,住/水
'自來 水費',住/水
'水塔 清洗 服務',住/水
'淨水器 濾芯 更換',住/水
'飲水機 租賃 費',住/水
'水管 漏水 維修',住/水
'抽水 馬達 維修',住/水
'家用 過濾 水壺',住/水
'辦公室 飲水機',住/水
'礦泉水 桶裝 配送',住/水
'家用 儲水 設備',住/水
'井水 抽水 設備 維修',住/水
'淋浴 過濾 器',住/水
'飲水機 加熱器 維修',住/水
'浴室 水壓 增強 設備',住/水
'水龍頭 節水 裝置',住/水
'廚房 濾水網',住/水
'冷熱 飲水機',住/水
'飲水機 紫外線 消毒 燈',住/水
'直飲水 過濾 系統',住/水
'水質 測試 服務',住/水
'污水 處理 設備 維護',住/水
'水管 疏通 服務',住/水
'水管 噴頭 更換',住/水
'自動 補水 系統',住/水
'除氯 淋浴 過濾 器',住/水
'移動式 水箱 購買',住/水
'社區 水塔 清潔 服務',住/水
'飲水機 濾芯 更換',住/水
'水管 堵塞 疏通 服務',住/水
'家用 淨水器 購買',住/水
'廚房 水龍頭 更換',住/水
'衛浴 花灑 安裝',住/水
'庭院 灌溉 系統 維護',住/水
'飲水機 租賃 費用',住/水
'水質 檢測 服務',住/水
'水管 防凍 保護套 購買',住/水
'飲水機 消毒 服務',住/水
'家庭 儲 水桶 購買',住/水
'雨水 收集 系統 安裝',住/水
'地下水 井 維修',住/水
'洗衣 機進 水管 更換',住/水
'冷熱 水管 道 安裝',住/水
'廚房 水槽 濾網 購買',住/水
'澆花 噴頭 購買',住/水
'水族箱 換水 服務',住/水
'洗手台 下水管 清理',住/水
'社區 飲 用水 系統 保養',住/水
'別墅 泳池 注水 服務',住/水
'公共 區域 水管 維護',住/水
'建築 用水 供應 服務',住/水
'水管 防漏 測試 服務',住/水
'浴缸 進 出水口 更換',住/水
天然氣,住/瓦斯
'天然氣 費',住/瓦斯
'瓦斯 費',住/瓦斯
'瓦斯 桶裝 配送',住/瓦斯
'瓦斯 管線 安裝',住/瓦斯
'天然氣 設備 升級',住/瓦斯
'廚房 燃氣 爐 更換',住/瓦斯
'家用 瓦斯 安全 閥',住/瓦斯
'商業 用 瓦斯 系統 安裝',住/瓦斯
'戶外 烤肉 瓦斯 罐',住/瓦斯
'液化 石油 氣 補充',住/瓦斯
'瓦斯 管道 清潔',住/瓦斯
'天然氣 流量 計 安裝',住/瓦斯
'瓦斯 防漏 檢測 服務',住/瓦斯
'家庭 瓦斯 灶台 清潔',住/瓦斯
'瓦斯 安全 鎖 安裝',住/瓦斯
'鋼瓶 瓦斯 替換',住/瓦斯
'室內 燃氣 警報器',住/瓦斯
'高樓 層 天然氣 管線 增壓',住/瓦斯
'烤箱 燃氣 管道 檢修',住/瓦斯
'瓦斯 灶具 耐熱 墊',住/瓦斯
'家庭 用 瓦斯 節能 裝置',住/瓦斯
'瓦斯 表 租賃',住/瓦斯
'瓦斯 噴槍 購買',住/瓦斯
'液化 氣 鋼瓶 換購 服務',住/瓦斯
'廚房 燃氣 管線 更換',住/瓦斯
'瓦斯 安全 閥 購買',住/瓦斯
'瓦斯 管道 漏氣 檢測',住/瓦斯
'瓦斯 灶台 清潔 服務',住/瓦斯
'液化 氣罐 配送 服務',住/瓦斯
'商用 大 廚房 瓦斯 設備 安裝',住/瓦斯
'燒烤 用 小型 瓦斯 罐 購買',住/瓦斯
'瓦斯 氣表 安裝 服務',住/瓦斯
'屋頂 瓦斯 管線 保溫 處理',住/瓦斯
'瓦斯 鍋爐 檢測 服務',住/瓦斯
'天然氣 戶外 管線 檢查',住/瓦斯
'瓦斯爐 噴嘴 清潔',住/瓦斯
'液化 氣殘液 處理 服務',住/瓦斯
'瓦斯 管道 更換 工程',住/瓦斯
'廚房 燃氣 警報器 安裝',住/瓦斯
'天然氣 洩漏 應急 處理 服務',住/瓦斯
'住 瓦斯 佔位 符 1',住/瓦斯
'住 瓦斯 佔位 符 2',住/瓦斯
'住 瓦斯 佔位 符 3',住/瓦斯
'住 瓦斯 佔位 符 4',住/瓦斯
'住 瓦斯 佔位 符 5',住/瓦斯
'住 瓦斯 佔位 符 6',住/瓦斯
'住 瓦斯 佔位 符 7',住/瓦斯
'住 瓦斯 佔位 符 8',住/瓦斯
'住 瓦斯 佔位 符 9',住/瓦斯
'住 瓦斯 佔位 符 10',住/瓦斯
'住 瓦斯 佔位 符 11',住/瓦斯
'住 瓦斯 佔位 符 12',住/瓦斯
'住 瓦斯 佔位 符 13',住/瓦斯
'住 瓦斯 佔位 符 14',住/瓦斯
'住 瓦斯 佔位 符 15',住/瓦斯
'住 瓦斯 佔位 符 16',住/瓦斯
'住 瓦斯 佔位 符 17',住/瓦斯
'住 瓦斯 佔位 符 18',住/瓦斯
'住 瓦斯 佔位 符 19',住/瓦斯
'住 瓦斯 佔位 符 20',住/瓦斯
'住 瓦斯 佔位 符 21',住/瓦斯
'住 瓦斯 佔位 符 22',住/瓦斯
'住 瓦斯 佔位 符 23',住/瓦斯
'住 瓦斯 佔位 符 24',住/瓦斯
'住 瓦斯 佔位 符 25',住/瓦斯
'住 瓦斯 佔位 符 26',住/瓦斯
'住 瓦斯 佔位 符 27',住/瓦斯
'住 瓦斯 佔位 符 28',住/瓦斯
'住 瓦斯 佔位 符 29',住/瓦斯
'住 瓦斯 佔位 符 30',住/瓦斯
'住 瓦斯 佔位 符 31',住/瓦斯
'住 瓦斯 佔位 符 32',住/瓦斯
'住 瓦斯 佔位 符 33',住/瓦斯
'住 瓦斯 佔位 符 34',住/瓦斯
'住 瓦斯 佔位 符 35',住/瓦斯
'住 瓦斯 佔位 符 36',住/瓦斯
'住 瓦斯 佔位 符 37',住/瓦斯
'住 瓦斯 佔位 符 38',住/瓦斯
'住 瓦斯 佔位 符 39',住/瓦斯
'住 瓦斯 佔位 符 40',住/瓦斯
'住 瓦斯 佔位 符 41',住/瓦斯
'住 瓦斯 佔位 符 42',住/瓦斯
'住 瓦斯 佔位 符 43',住/瓦斯
'住 瓦斯 佔位 符 44',住/瓦斯
'住 瓦斯 佔位 符 45',住/瓦斯
'住 瓦斯 佔位 符 46',住/瓦斯
'住 瓦斯 佔位 符 47',住/瓦斯
'住 瓦斯 佔位 符 48',住/瓦斯
'住 瓦斯 佔位 符 49',住/瓦斯
'住 瓦斯 佔位 符 50',住/瓦斯
'家家 用高級 衣架 彩色',住/其它
'MUJI 無印良品 迷你 洗衣板',住/其它
'白蘭 洗衣球 白茶',住/其它
'白蘭 洗衣球 玫瑰',住/其它
'白蘭 強效潔淨 超濃',住/其它
'白熊 洗碗精',住/其它
'NIVEA 妮維雅 止汗 爽身 乳膏',住/其它
'五星 飯店 指定 植萃 洗沐 組',住/其它
'極簡 日拋 免洗 毛 浴巾 旅行 組',住/其它
'DARLIE 好來 全亮 白 竹炭 旅行 組',住/其它
'DARLIE 好來 全亮 白 清新 薄荷 牙膏',住/其它
'綠茶 保濕 胺基酸 潔面 乳',住/其它
'綠 玫瑰 涼感 濕紙巾',住/其它
'抽取式 衛生紙',住/其它
'沐浴 香氛 產品',住/其它
'抑菌 衛生棉',住/其它
'貓福珊迪 毛毯',住/其它
'麻將 抱枕',住/其它
'SENSODYNE 舒酸定 進階護理 強化 琺瑯質 牙膏',住/其它
'大地 沐浴乳',住/其它
'大 捲筒 衛生紙',住/其它
'五月花 蓬厚柔 頂級 連續 抽取式 花紋 衛生紙',住/其它
'巴黎萊雅 髮 芯 修護 強化 洗前 精華',住/其它
'巴黎萊雅 玻尿酸 水光 豐盈 洗髮 露',住/其它
'木紋 門簾桿',住/其它
'不鏽鋼 炒鍋',住/其它
'生活 良好 紙 拖把',住/其它
'好奇 純水 濕巾 加厚型',住/其它
'自白 肌 保濕 潔顏',住/其它
'我的心機 極 輕柔 細 緻 洗臉巾',住/其它
'男 潤膚 霜',住/其它
'花仙子 驅塵氏 抗菌 濕拖巾',住/其它
'花語 香膏 薰衣草',住/其它
'刷樂 雙效 纖柔 牙刷',住/其它
'刷樂 纖柔 牙刷',住/其它
'妮維雅 止汗 乳膏',住/其它
'妮維雅 止汗 爽身 乳液 清新 舒涼',住/其它
'妮維雅 止汗 爽身 噴霧 極限 動力 極光 炫 藍 男',住/其它
'妮維雅 美白 潤膚 乳液',住/其它
'妮維雅 無敵 水感 凝露',住/其它
房租,住/其它
'空氣 循環扇',住/其它
'春風 抽取式 廚房 紙巾',住/其它
'柔 芙 抽取 衛生紙',住/其它
'美姬 輕柔 按摩 洗髮 梳',住/其它
'香水 洗沐 二合一',住/其它
'倍潔雅 柔軟 舒適 抽取式 衛生紙',住/其它
'海倫仙度絲 去屑 洗髮 乳',住/其它
'海倫仙度絲 潔淨 保濕 去屑 洗髮 乳',住/其它
'特福 鍋具 三件 組',住/其它
'馬桶 棕刷 附無痕 掛勾',住/其它
'高露潔 360 牙刷',住/其它
'國內 電信 服務 費用',住/其它
'專科 超 微米 潔顏 泥',住/其它
'康乃馨 潔膚 濕巾',住/其它
'得意 抽取式 衛生紙',住/其它
'掛門 板式 J 型 霧 黑 4 勾掛 架',住/其它
'淨 沐浴露 活力 運動',住/其它
'菲力 家族 超強度 清潔 袋單 捲',住/其它
'蛋白質 護髮 霜',住/其它
'喜多 洋甘菊 濕巾',住/其它
'御衣坊 橘子 洗碗精',住/其它
'植物性 潤髮 乳',住/其它
'減壓 靠 墊 抬腿 放腳 神器 床上 趴睡 枕',住/其它
'舒酸定 專業 抗敏護 齦 牙膏',住/其它
'舒潔 Viva 摺疊 家用 紙巾',住/其它
'舒潔 棉柔厚韌 抽取 衛生紙',住/其它
'超級 無敵 大 Mushroom 日風 蘑菇 懶骨頭 沙發',住/其它
'超值 潔膚 濕巾',住/其它
'黑人 抗 敏感 牙膏',住/其它
'愛康 透芯涼 感棉',住/其它
'碧菲絲 特抗 暗沉 碳酸 泡 洗顏',住/其它
'魅萱 完美 修護 護髮 精油',住/其它
'綠茶 洗髮 精',住/其它
'嬌生 pH5 5 蜂蜜 舒緩 沐浴乳',住/其它
'橄欖 洗髮 精',住/其它
'潘婷 煥活 護髮 素',住/其它
'靠得住 柔棉 超薄 護翼 日用 衛生棉',住/其它
'靠得住 柔棉 超薄 護翼 衛生棉 夜用',住/其它
'靠得住 茶樹 舒涼 棉 日用',住/其它
'靠得住 溫柔 宣言 草本 抑菌',住/其它
'蕾 妮 亞極 吸好眠 晚安 褲褲 型 夜用 衛生棉 100 天然 棉',住/其它
'優生 酒精 濕巾',住/其它
'環保 抽取式 衛生紙',住/其它
'韓國 isLeaf 香氛 順盈 護髮 油',住/其它
'礦石 香氛 水芙蓉',住/其它
'家用 衛生紙',住/其它
'柔順 護髮 素',住/其它
'地板 清潔 劑',住/其它
'空氣 清淨 機濾網',住/其它
'衣櫃 防潮 劑',住/其它
'馬桶 清潔 劑',住/其它
'清潔 刷具 購買',住/其它
'環保 垃圾袋',住/其它
'智慧 門鎖 安裝',住/其它
'除塵 濕巾',住/其它
'床單 套件 更換',住/其它
'睡眠 記憶 枕頭',住/其它
'室內 芳香 劑',住/其它
'地毯 清潔 服務',住/其它
'浴巾 毛巾 組 購買',住/其它
'防水 床罩',住/其它
'智能家居 控制器',住/其它
'保險箱 安裝',住/其它
'MUJI 無印良品 軟質 聚乙烯 收納盒',住/其它
'SuSu 舒舒小蘇 菜瓜布',住/其它
'日本 製 三層 收納盒 霧 透',住/其它
'不鏽鋼 掛式 砧板 刀架',住/其它
'不鏽鋼 置物 毛巾架',住/其它
'不鏽鋼 廚用 雙層 置物架',住/其它
'不鏽鋼 牆角架',住/其它
'不鏽鋼 雙層 牆角架',住/其它
'美舒律 蒸氣 眼罩 組',住/其它
'耐洗 不 沾油 菜瓜布',住/其它
'防滑 家用 塑料 衣架 多色 選擇',住/其它
'帶鉤 鋼絲籃 C 型',住/其它
'OP 花香 環保袋',住/其它
'可疊加 透明 收納 展示架',住/其它
'肌研光 透潤 瞬效 補水 面膜',住/其它
'我的心機 小蒼蘭 柔順乾 洗髮 噴霧',住/其它
'時尚 收納盤',住/其它
'乾 洗消 臭 清潔 慕斯',住/其它
'提提 研超級 纖維 面膜',住/其它
'鱷魚 無 蟑殺 蟑餌 劑',住/其它
'Lenor 蘭諾 衣物 芳香 豆 香香 豆 抗菌 豆 補充 包',住/其它
'P & G 衣物 芳香 豆',住/其它
'SNUGGLE 多效護衣 芳香 豆 香香 豆',住/其它
'白蘭 精油 芳香 豆 洗衣球',住/其它
'doko 多口 速凝 阿姨 2.0 豆腐 貓砂',住/其它
'DORO 豆乳 貓 豆腐 貓砂',住/其它
'doter 寵愛物語 輕植系 貓砂',住/其它
'ECO 艾可 豆腐 貓砂',住/其它
'pidan 豆腐 貓砂 原味 款 豆腐 砂',住/其它
'pidan 混合 貓砂 三合一 活性碳 版 豆腐 砂加 礦砂',住/其它
'RoLife 簡約 生活 天然 環保 豆腐 貓砂 益生菌 混合 款 豆腐 砂',住/其它
'小 喵 同學 豆腐 貓砂',住/其它
'毛孩 時代 90 纖維絲蘭 豆腐 砂',住/其它
'汪 喵 星球 汪 喵 益生菌 消 臭豆腐 砂',住/其它
'豆腐 先生 豆腐 貓砂',住/其它
'超電王 10w 燈泡 白',住/電
'NORTHERN 北方 11 葉 片式 恆溫 電暖爐',住/電
'SAMPO 聲寶 二合一 手持式 蒸氣掛 燙機 電 熨斗 蒸汽 燙衣 熨斗',住/電
'飛利浦 黑晶 爐',住/電
電費,住/電
'家用 電線 更新',住/電
'照明 燈具 更換',住/電
'智慧 電表 安裝',住/電
'電壓 穩壓器 購買',住/電
'室內 燈光 改裝',住/電
'太陽能 發電 安裝',住/電
'風力 發電 設備 維護',住/電
'電器 過載 保護 設備',住/電
'配電箱 維修',住/電
'LED 燈泡 購買',住/電
'空調 電力 調整',住/電
'家庭 電力 升級',住/電
'電費 自動 扣款 手續費',住/電
'廚房 電源 規劃',住/電
'戶外 照明 燈 安裝',住/電
'照明 設備 安裝 費',住/電
'電壓 轉換器 購買',住/電
'電線 走火 修 復 工程',住/電
'家用 電費',住/電
'電表 安裝 服務',住/電
'室內 燈具 更換',住/電
'緊急 停電 應急 燈 購買',住/電
'LED 節能 燈具 購買',住/電
'居家 電線 重新 佈 線',住/電
'廚房 電器 插座 安裝',住/電
'空調 電力 系統 安裝',住/電
'太陽能 光電板 維修',住/電
'電力 公司 上門 檢修 服務',住/電
'電線 短路 排查 服務',住/電
'社區 公共 照明 電費 分攤',住/電
'室外 庭院 燈光 設計',住/電
'智能家居 電力 系統 安裝',住/電
'電力 計量 設備 校正',住/電
'變壓器 購買',住/電
'車庫 電動 門電力 維護',住/電
'老舊 電線 汰換 工程',住/電
'Apple 蘋果 原廠 Lightning 對 USB 連接線',住/電
'Apple AirPods 2 無線 藍芽 耳機',住/電
'E books X75 一公轉 二母 耳機 麥克風 音源 轉接線',住/電
'人體 工學 無線 靜音 滑鼠',住/電
'經典 耳罩 式 耳機 麥克風',住/電
'Logitech Pebble 2 Combo 無線 藍牙 鍵盤 滑鼠 組',住/電
'降噪 藍牙 耳罩 式 耳機',住/電
'無線 滑鼠',住/電
'ADATA 威剛 P33 33W USB C A 雙孔 PD 快速 充電器',住/電
'CATIS 破壁 機 料理 機 豆漿 機 全 自動 榨汁 機',住/電
'Electrolux 伊萊 克斯 歐洲 經典 系列 電動 磨豆機',住/電
'FELLOW OPUS 錐刀 磨豆機',住/電
'HERAN 禾聯 不鏽鋼 電動 磨豆機 研磨 咖啡 堅果 乾式 食材',住/電
'HERAN 禾聯 微電腦 自動 研磨 咖啡 機',住/電
'JOYOUNG 九陽 高速 破壁 冷熱 全營養 調理機',住/電
'Oceanrich 便 攜 電動 磨豆機',住/電
'Philips 飛利浦 全 自動 美式 研磨 咖啡 機',住/電
'Philips 飛利浦 破壁 營養 冷熱 豆漿 調理機',住/電
'Princess 荷蘭 公主 不鏽鋼 咖啡 磨豆機',住/電
'SONGEN 松井 多功能 蔬果 輔食 冷熱 破壁 調理機 豆漿 機 果汁 機',住/電
'迪朗奇 多功能 磨豆機',住/電
'品皇 小飛馬 磨豆機',住/電
'義大利 Balzano 電動 磨豆機',住/電
'KINYO 電池 式 電蚊拍',住/電
'KINYO USB 靜音充 電風扇',住/電
'KINYO USB 折疊式 桌掛 三用 扇',住/電
'KINYO 復古 無段 式 桌扇 經典 白',住/電
'KINYO 復古 無段 式 桌扇 寧靜 藍',住/電
'KINYO 多功能 電 烤盤',住/電
'KINYO 電 烤盤',住/電
'KINYO 萬用 不 挑鍋 電陶爐',住/電
'KINYO 造型 LED 小夜 燈',住/電
'KINYO 多功能 陶瓷 美食 鍋',住/電
'KINYO 黑晶 電子 體重計',住/電
'KINYO 電子 計時器 數字鐘',住/電
'KINYO 2.4 GHz 無線 鍵鼠組',住/電
'KINYO 大風量 負離子 吹風機',住/電
'KINYO 充電式 二合一 滅蚊器',住/電
'超電王 環保碳 鋅 3 號 電池',住/電
'超電王 環保碳 鋅 4 號 電池',住/電
'Panasonic 國際牌 錳 乾 3 號 電池',住/電
'Panasonic 國際牌 錳 乾 4 號 電池',住/電
'KINYO 手持 小巧 蒸氣掛 燙機',住/電
'KINYO 磁懸浮 吸入式 捕 蚊燈',住/電
'KINYO 輕量 負離子 摺疊 吹風機',住/電
'KINYO 電擊式 捕 蚊燈',住/電
'KINYO 超輕量 美型 吹風機',住/電
'KINYO 晶片 讀卡機 白色',住/電
'KINYO 晶片 讀卡機 黑色',住/電
'KINYO 多 合一 晶片 讀卡機',住/電
'威剛 USB 3.2 隨身碟 64G',住/電
'威剛 USB 3.2 隨身碟 32G',住/電
'太星 多國 轉換 旅行 用 插座',住/電
'通用型 電風扇 安全 網罩 電扇 網套',住/電
'Panasonic 國際牌 大電流 鹼性 電池',住/電
'超電王 超亮 1W 夜光 手電筒',住/電
'超電王 超亮 12W 3 段 功能 LED 手電筒',住/電
'超電王 超亮 12W LED 手電筒',住/電
'3 轉 2 轉接 插頭',住/電
'電風扇 母牙 風扇 葉片 螺帽 風扇 固定 頭',住/電
'大同 10W LED 節能球 泡',住/電
'米諾諾北 歐風 電風扇 防塵罩',住/電
'Panasonic 國際牌 碳 鋅 4 號 電池',住/電
'CinLica 大 音量 電子 計時器',住/電
'憤怒 蛙 迷你 手電筒 充電式 電蚊拍',住/電
'知育 插座 安全 扣',住/電
'太星 2 開關 2 插座 3 孔 分接式 插座',住/電
'成電牌 3 變 2 轉接 插頭',住/電
'威電 6 開關 6 插座 2 孔 9 尺 電源線 組 延長 線',住/電
'電話 聽筒線',住/電
'大同 20W LED 節能 燈泡',住/電
'村田 muRata 專業型 鈕扣 鋰 電池',住/電
'Panasonic 國際牌 鈕扣 型 鹼性 電池',住/電
'maxell 鈕扣 型 鋰 電池',住/電
'Panasonic 國際牌 鋰 電池 鈕扣 電池',住/電
'Panasonic 國際牌 碳 鋅 3 號 電池',住/電
'Panasonic 國際牌 碳 鋅 2 號 電池',住/電
'Panasonic 國際牌 碳 鋅 1 號 電池',住/電
